title,old_price,new_price,increase_amount
Dell Precision 7520 Xeon E3-1505M 16GB RAM 512GB SSD Nvidia Quadro M1200 4GB Graphics Card 15.6″ Display,84011,86119,2108
Dell Precision 7530 Core-i7-8th Gen 16GB RAM 512GB SSD Nvidia Quadro P3200 6GB Graphics Card 15.6″ Display,134325,136688,2363
Dell Precision 7550 Core-i7-10th Gen 16GB RAM 512GB SSD 15.6″ Display,145082,151142,6060
Dell Precision 7550 Core-i7-10th Gen 16GB RAM 512GB SSD NVIDIA Quadro RTX4000 8GB Card GDDR6 15.6″ Display,253302,260491,7189
Dell Precision 7560 Core-i7-11th Gen (H) 16 GB RAM 256 GB SSD 4 GB NVIDIA Graphics Card T1200 15.6″ Display,227862,231847,3985
Dell Precision 7670 Core-i9-12th Gen 128GB RAM 1TB SSD NVIDIA® RTX A5500 16GB Card 16″  Display,502400,509496,7096
Dell Precision 7710 Core-i7-6th Gen 16 GB RAM 256 GB SSD NVIDIA QUADRO M3000M 4 GB DEDICATED GRAPHICS CARD 17.3″ Display,100308,108157,7849
Dell Precision 7710 Workstation Core-i7-6th Gen 16GB RAM 256GB SSD AMD FirePro W7170M 4GB Graphics Card 17.3″ Display,80917,86128,5211
Dell Precision 7750 Core-i7-10th Gen 16GB RAM 256GB SSD 17.3″ Display,156410,163713,7303
Dell Precision 7750 Xeon W-10855M 64GB RAM 2 TBSSD NVMe NVIDIA RTX Quadro 4000 8GB Card 17.3″  Display,270631,278613,7982
Dell Precision M6600 Core-i7-2nd Gen 8GB RAM 256GB SSD NVIDIA Quadro 3000M 2GB 17.3″ Display,26407,33319,6912
Dell Vostro 14 5481 Core-i7-8th Gen 16GB RAM 256GB SSD 14″ Display,62619,67340,4721
Dell Vostro 15 3559 Core-i5-6th Gen 8 GB RAM 256 GB SSD 2 GB CARD AMD RAEDON R5M315 15.6″ Display,52578,59419,6841
Dell Vostro 15 3559 Core-i5-6th Gen 8GB RAM 256GB SSD 15.6″ Display,41972,49557,7585
Dell Vostro 3500 Core-i5-11th Gen 8 GB RAM 256 GB SSD 15.6″ Display,112239,120010,7771
Dell XPS  9370 Core-i5-8th Gen 8GB RAM 256GB SSD 13.3″ Display,72103,78764,6661
Dell XPS 9350 Core-i5-6th Gen 8GB RAM 256GB SSD 13.3″ Display,52541,59299,6758
Dell latitude 5480 Core-i7-6th Gen 8GB RAM 256GB SSD Nvidia GeForce 930M 2GB Graphics Card 14″ Display,51817,59533,7716
Fujitsu LIFEBOOK E754  Core-i3-4th Gen 4GB RAM 320GB HDD 15.6″ Display,25379,31109,5730
Fujitsu LIFEBOOK E754 Core-i5-4th Gen 4GB RAM 320GB HDD 15.6″ Display,32184,38992,6808
HP 14-dq1xxx Core-i5-10th Gen 16 GB RAM 256 GB SSD 14″ Display,76592,82527,5935
HP 14dk1003dx 10th Gen Ryzen-3 8 GB RAM 256 GB SSD 14″ Display,69807,77487,7680
HP 15-fc0025dx Laptop AMD Ryzen 5 7520U 8GB RAM 512GB SSD AMD Radeon Graphics 15.6″ HD Touch Screen Windows 11 (1 Year International Warranty),141186,146479,5293
HP 250 G4 Notebook Intel Celeron N3050  4 GB RAM 500 GB HDD 15.6″ Display,27069,35021,7952
HP Chromebook X360 11 G1 EE 4GB RAM 32GB SSD 11″ Display,22282,26854,4572
HP Dragonfly G4 Notebook PC Core-i7-13th Gen 32GB RAM 512GB SSD Touchscreen 13.5″ Display,520000,527327,7327
HP Elite DragonFly G2 x360 Core-i5-11th Gen 16 GB RAM 256 GB SSD 13.3″ Display,167258,174388,7130
HP EliteBook 1030 G2 X360 Core-i5-7th Gen 8 GB RAM 256 GB SSD  Touchscreen 13.3″ Display,72361,76209,3848
HP EliteBook 1030 G2 X360 Core-i7-7th Gen 8 GB RAM 256 GB SSD 13.3 Touchscreen Display,90209,96024,5815
HP EliteBook 1030 G3 x360 Core-i5-8th Gen 8 GB RAM 256 GB SSD Touchscreen 13.3″ Display,81254,86745,5491
HP EliteBook 1030 G3 x360 Core-i7-8th Gen 16GB RAM 512GB SSD Touchscreen 13.3″ Display,97819,103198,5379
HP EliteBook 1030 G4 x360 Core-i5-8th Gen 16GB RAM 256GB SSD Touchscreen 13.3″ Display,89798,92261,2463
HP EliteBook 1040 G6 X360 Core-i7-8th Gen 16GB RAM 512GB SSD 14″ Touchscreen Display,106924,114575,7651
HP EliteBook 2560P Intel® Core™ i5-2540M 2nd Gen 4GB RAM 320GB HDD 12.5″ Display,16870,22696,5826
HP EliteBook 2570P Core-i5-3320M 3rd Gen 4GB RAM 320GB HDD 12.5″ Display,20354,23847,3493
HP EliteBook 745 G5 AMD Ryzen 3 Pro 2300U  8 GB RAM 256 GB SSD 14″ Display,52205,57326,5121
HP EliteBook 755 G3 AMD A8 A8-8600P 8GB RAM 256GB SSD 15.6″ Display,26101,28627,2526
HP EliteBook 755 G5 AMD Ryzen 7 Pro 8GB RAM 256GB SSD 1GB AMD Radeon Vega 10 15.6″ Display,72676,78144,5468
HP EliteBook 820 G1 Core-i5-4th Gen 4 GB RAM 500 GB HDD 12.5″ Display,23070,25380,2310
HP EliteBook 820 G1 Intel® Core™ i7-4500U 4th Gen 4GB RAM 320GB HDD 12.5″ Display,34079,41416,7337
HP EliteBook 820 G3 Core i7 6th Gen 8GB RAM 256GB SSD 12.5″ Display,48316,54952,6636
HP EliteBook 820 G4 Core-i5-7th Gen 8 GB RAM 256 GB SSD 12.5″ Display,46609,54121,7512
HP EliteBook 830 G7 Core-i7-10th Gen 16GB RAM 256GB SSD 13.3″ Display,107776,112585,4809
HP EliteBook 840 G2 Core-i5-5th Gen 8 GB RAM 256 GB SSD 14″ Display,42984,45766,2782
HP EliteBook 840 G4 Core-i5-7th Gen 8 GB RAM 256 GB SSD 14″ Display,60390,62573,2183
HP EliteBook 840 G4 Core-i5-7th Gen 8 GB RAM 256 GB SSD 14″ Touchscreen Display,73400,75599,2199
HP EliteBook 840 G5 Core-i7-7th Gen 8GB RAM 256GB SSD 14″ Display,64437,71065,6628
HP EliteBook 840 G5 Core-i7-8th Gen 8 GB Ram 256 GB SSD 14″ Display,81326,89210,7884
HP EliteBook 840 G6 Core-i7-8th Gen 8 GB RAM 256 GB SSD 14″ Display,87018,94270,7252
HP EliteBook 840 G7 Core-i7-10th Gen 16 GB RAM 256 GB SSD 14″ Display,104059,109675,5616
HP EliteBook 840 G8 Core-i5-11th Gen 16 GB RAM 256 GB SSD 14″ Display,100000,105170,5170
HP EliteBook 840r G4 Core-i5-8th Gen 8 GB RAM 256 GB SSD 14″ Display,72269,74575,2306
HP EliteBook 8460P Core-i5-2nd Gen 4 GB RAM 320 GB HDD 14″ Display,36473,40275,3802
HP EliteBook 850 G1 Core-i5-4th Gen 8GB RAM 256GB SSD 15.6″ Display,39795,44161,4366
HP EliteBook 850 G2 Core-i7-5th Gen 8 GB RAM 256 GB SSD 15.6″ Display,44999,48801,3802
HP EliteBook 850 G3 Core-i5-6th Gen 8GB RAM 256GB SSD Touchscreen 15.6″ Display,52093,58347,6254
HP EliteBook 850 G3 Core-i7-6th Gen 8 GB RAM 256 GB SSD 15.6″ Display,56309,60992,4683
HP EliteBook 850 G3 Core-i7-6th Gen 8 GB RAM 256 GB SSD 1GB AMD Radeon R7 M350 Graphics Card 15.6″ Display,69205,73228,4023
HP EliteBook 850 G5 Core-i5-8th Gen 8 GB RAM 256 GB SSD 15.6″ Display,81751,87564,5813
HP EliteBook 850 G7 Core-i5-10th Gen 16GB RAM 256GB SSD 15.6″ Display,100000,104011,4011
HP EliteBook 850 G7 Core-i5-10th Gen 16GB RAM 256GB SSD Touchscreen 15.6″ Display,105707,112382,6675
HP EliteBook 850 G8 Core-i7-11th Gen 16 GB RAM 256 GB SSD Touchscreen 15.6″ Display,139147,145868,6721
HP EliteBook 850 G9 Core-i5-12th Gen 16GB RAM 512GB SSD 15.6″ Display,132308,134680,2372
HP EliteBook 8560 Mobile Workstation Core-i7-2nd Gen 8GB RAM 500GB HDD 1GB AMD 7400M 15.6″ Display,24999,32552,7553
HP EliteBook Folio 1020 G1 Intel Core m5-Y71 8GB RAM 256GB SSD 12.5″ Display,42041,47357,5316
HP EliteBook Folio 1040 G1 Intel® Core™ i5-4310U 4th Gen 4GB RAM 128GB SSD 14″ Display,36080,38247,2167
HP EliteBook Revolve 810 G3 Core-i7-5th Gen 8 GB RAM 256 GB SSD 11.6″ Touchscreen Display,38000,42390,4390
HP Envy 14-0013dx X360 Core-i5-13th Gen 8 GB RAM 512 GB SSD Touchscreen x360 15.6″ Display,183051,190141,7090
HP Envy 16 H0055cl-Raptor Lake Core-i7 12700H Processor 12th Gen 32GB RAM 1TB SSD A370M Dedicated 4GB Graphics Card Touchscreen 1600p 120Hz 16″ Display (Open Box),257253,264462,7209
HP Envy X360 15-EY0013DX  AMD Ryzen 5-5625U 8 GB RAM 256 GB SSD 15.6″ Display,126336,129526,3190
HP Laptop 15-da2xxx Core-i7-10th Gen 8 GB RAM 256 GB SSD 15.6″ Display,80980,83674,2694
HP NoteBook 15-da2xxx Core-i7-10th Gen 8 GB RAM 256 GB SSD GeForce MX13 2 GB GRAPHICS CARD 15.6″ Display,111911,116246,4335
HP NoteBook 250 G5 Core-i5 6th Gen 8 GB RAM 256 GB SSD 15.6″ Display,47868,51422,3554
HP NoteBook 250 G7 Core-i5 8th Gen 8 GB RAM 256 GB SSD 15.6″ Display,59969,63156,3187
HP NoteBook 255 G7 Ryzen 3 8GB RAM 256GB 15.6″ Display,50371,54803,4432
HP Notebook 15-AY053NR Core-i5-6th Gen 8 GB RAM 256 GB SSD 15.6″ Display,46868,52336,5468
HP Pavalion 15Fq5XXX Core-i3-12th Gen 8 GB RAM 256 GB SSD 15.6″ Display,86907,92612,5705
HP Pavalion 17-by2XXX Core-i5-10th Gen 8 GB RAM 256 GB SSD 17.3″ Display,94001,98284,4283
HP Pavilion 15 ay055nx Core-i3-6th Gen 4GB RAM 500GB HDD 15.6″ Display,38193,41322,3129
HP Pavilion 15 bs015dx Core-i5-7th Gen 8GB RAM 256GB SSD 15.6″ Display,48000,53606,5606
HP Pavilion 15CX0118TX Core-i5 8th Gen Gaming Laptop 8GB RAM 256GB SSD 4GB Nvidia GTX1050ti 15.6″ Display,121078,129006,7928
HP Pavilion 15dy Core-i7-11th Gen 16 GB RAM 256 GB SSD 15.6″ Display,139825,143517,3692
HP Pavilion X360 15-ER1051CL Core i5-1235U 12th Gen 12GB DDR4 512GB SSD Intel Graphics 15.6″ FHD x360 Touchscreen Windows 11 (1 Year International Warranty),188471,190855,2384
HP ProBook 11 G2 Celeron 4GB RAM 128GB SSD 11.6″ Display,20631,24943,4312
HP ProBook 11 G2 Core-i3-6th Gen 8 GB RAM 500 GB HDD 11.6″ Display,30036,34278,4242
HP ProBook 430 G1 Intel® Celeron® 2955U 4GB RAM 320GB HDD 13.3″ Display,20000,22753,2753
HP ProBook 430 G3 Core-i5-6th Gen 8 GB RAM 256 GB SSD 13.3″ Display,40438,45617,5179
HP ProBook 440 G0 Notebook Core-i5-3rd 4 GB RAM 320 GB HDD 14″ Display,24449,27576,3127
HP ProBook 440 G3 Core-i5-6th Gen 8 GB RAM 256 GB SSD 14″ Display,44848,49595,4747
HP ProBook 440 G5 Core-i5-8th Gen 8 GB RAM 500 GB HDD 14″ Display,58108,63560,5452
HP ProBook 440 G6 Core-i7 8th Gen 8 GB RAM 256 GB SSD 14″ Display,86424,89457,3033
HP ProBook 440 G7 Core-i5-10th Gen 8GB RAM 256GB SSD 14″ Display,79038,84395,5357
HP ProBook 440 G8 Core-i5-11th Gen 16 GB RAM 256 GB SSD 14″ Display,107382,112692,5310
HP ProBook 440 G9 Core-i7-12th Gen 16GB RAM 256GB SSD 14″ Display,134302,137811,3509
HP ProBook 450 G1 Core-i5-4th Gen 8 GB RAM 500 GB HDD 15.6″ Display,37924,40746,2822
HP ProBook 450 G3 Core-i7 6th Gen 8 GB RAM 256 GB SSD 15.6″ Display,54955,57586,2631
HP ProBook 450 G4 Core-i3-6th Gen 8GB RAM 256GB SSD 15.6″ Display,37999,42062,4063
HP ProBook 450 G4 Core-i5-7th Gen 8GB RAM 256GB SSD 15.6″ Display,55313,61135,5822
HP ProBook 450 G5  Core-i7-8th Gen 8 GB RAM 256 GB SSD 15.6″ Display,80000,82235,2235
HP ProBook 450 G5 Core-i3-6th Gen 8 GB RAM 256 GB SSD 15.6″ Display,38000,45240,7240
HP ProBook 450 G5 Core-i5-8th Gen 8 GB RAM 256 GB SSD 15.6″ Display,70854,74570,3716
HP ProBook 450 G6 Core-i5-8th Gen 8 GB RAM 256 GB SSD 15.6″ Display,84556,87030,2474
HP ProBook 450 G8 Tiger Lake Core-i5-11th Gen 8 GB RAM 256 GB SSD 15.6″ HD  Display,105908,109455,3547
HP ProBook 455 G2 AMD PRO A6 PRO A6-7050B 8GB RAM 256GB SSD 15.6″ Display,33923,38308,4385
HP ProBook 640 G2 Core-i3-6th Gen 8 GB RAM 128 GB SSD 14″ Display,44654,50186,5532
HP ProBook 640 G2 Core-i7-6th Gen 8 GB RAM 256 GB SSD 14″ Display,62017,66271,4254
HP ProBook 640 G3 Corei5-7th Gen 8 GB RAM 256 GB SSD 14″ Display,48400,56250,7850
HP ProBook 640 G4 Core-i5-7th Gen 8 GB RAM 256 GB SSD 14″ Display,65697,72655,6958
HP ProBook 650 G1 Core-i5-4th Gen 4 GB RAM 500 GB HDD 15.6″ Display,34518,37794,3276
HP ProBook 650 G1 Core-i7-4th Gen 8GB RAM 256GB SSD AMD 8500M 1GB Graphics Card 15.6″ Display,48564,51027,2463
HP ProBook 650 G4 Core-i5-8th Gen 8 GB RAM 256 GB SSD 15.6″ Display,64281,70015,5734
HP ProBook 655 G1 Core-i5-4th Gen 4 GB RAM 500 GB HDD 15.6″ Display,33752,37669,3917
HP ProBook 655 G3 AMD A6-8530B APU 8GB RAM 256GB SSD 15.6″ Display,48449,53038,4589
HP Spectre Pro X360 Core-i7-5th Gen 8GB RAM 256GB SSD Touchscreen 13.3″ Display,70713,73363,2650
"HP VICTUS 15 fd2028wm AMD Ryzen,5,8645HS, 8GB RAM 512GB SSD B&O NVIDIA GeForce RTX 4050 6GB 15.6 FHD IPS  Display",220670,225514,4844
"HP Victus Gaming 16 R0024TX INTEL Core-i7-13th Gen 13700HX (16 Core) 8GB RAM 1TB SSD 165Hz Micro-Edge Display B&O 1-Zone RGB BKB TPM W10 Pro Eng-KB (Performance Blue, Open Box) 8-GB NVIDIA GeForce RTX4070 GDDR6 GC  16.1″ Full HD 1080p IPS Display",334898,340137,5239
HP Victus Gaming Laptop 15-fa0xxx Core-i7-12th Gen 16 GB RAM 512 GB SSD NVIDIA RTX 3050Ti 4GB Graphics Card 15.6″ Display,222315,226206,3891
HP Victus Gaming laptop 15 FA1093DX Intel Core i5 13th Gen 8GB RAM 512GB SSD NVIDIA GeForce RTX 3050 6GB Graphics Card 15.6″ FHD IPS LED Display  (Box Pack with 1 year International Warranty),241999,248944,6945
HP Z book Power Core-i7-13th Gen 13700H 16 GB RAM 512 GB SSD NVIDIA RTX A500 4 GB 15.6″ Display,427000,430753,3753
HP ZBOOK 14 G2 Core-i7-5th Gen 8 GB RAM 256 GB SSD 2 GB CARD AMD FIRE PRO 4150 14″ Display,65761,68373,2612
HP ZBOOK 15U G4 Core-i7-7th Gen 16 GB RAM 256 GB SSD 2 GB CARD AMD TM R7 M350 15.6″ Display,75000,77114,2114
HP ZBook 15 G4 Mobile Workstation Core-i7-7th GEN 16 GB RAM 512 GB SSD NVIDIA Quadro M1200 4GB CARD 15.6″ Display,112351,114986,2635
HP ZBook 15 G5 Core-i7-8th Gen 16GB RAM 512GB SSD Nvidia Quadro P2000 4GB Graphics Card 15.6″ 4K Display,145730,148491,2761
HP ZBook 17 G6 Mobile Workstation Core-i7-9th GEN 32 GB RAM 512 GB SSD NVIDIA® Quadro® RTX 4000 8 GB CARD 17.3″ Display,208892,212124,3232
HP ZBook Firefly 14 G8 Mobile Workstation Core-i7-11th Gen 16GB RAM 512GB SSD 14″ Display,133610,137815,4205
HP ZBook Fury 15 G7 Mobile Workstation Core-i9-10th Gen 32GB RAM 1TB SSD 6-GB NVIDIA Quadro RTX3000 GDDR6 GC 15.6″ Display,234952,240969,6017
HP ZBook Studio x360 G5 Convertible Workstation Core-i5-8th Gen 16GB RAM 512GB SSD Nvidia Quadro 4GB Graphics Card 15.6″ Display,136566,138785,2219
HP Zbook 15 G5 Core-i7-8th Gen 32 GB RAM 512 GB SSD NVIDIA Quadro P1000 GDDR5 4GB 15.6″ Display,149397,154972,5575
HP Zbook 15 G6 Core-i7-9th Gen 16 GB RAM 512 SSD NVIDIA QUADRO T2000 4 GB GRAPHICS CARD 15.6″ Display,171365,178911,7546
HP Zbook 15 Workstation Core-i5-4th Gen 8GB RAM 256GB SSD 15.6″ Display,58700,61846,3146
HP Zbook 15U G2 Core-i7-5th Gen 8 GB RAM 256 GB SSD 1 GB CARD AMD READON R7 15.6″ Display,78384,82060,3676
HP Zbook 17 G2 Core-i7-4th Gen 8 GB RAM 256 GB SSD 2 GB Card K1100 17.3″ Display,66808,72989,6181
HP Zbook 17 G3 Core-i7-6th Gen 16 GB RAM 256 GB SSD 2GB NVIDIA Quadro M1000M Graphics Card 17.3″ Display,79999,86239,6240
HP Zbook Fire Fly G7 Core-i7-10th Gen 16GB RAM DDR4 512GB SSD Nvidia Quadro P520 4GB Graphics Card Touchscreen 15.6″ Display,171670,174093,2423
HP Zbook Firefly 15 G8 Core-i5-11th Gen 16GB RAM 512GB SSD 15″ Display,125000,129433,4433
Lenovo 100E Chromebook 2nd Gen 4 GB RAM 320 GB HDD 11.6″ Display,22412,28958,6546
Lenovo Flex 3 14 Core-i5-6th Gen 8 GB RAM 256 GB SSD 14″ Display,54116,57133,3017
Lenovo IdeaPad 1 AMD RYZEN 7 Processor 8 GB RAM 512 GB SSD  15.6″ Display,138297,140806,2509
Lenovo IdeaPad 3 Core-i3-10th Gen 8 GB RAM 256 GB SSD 15.6″ Display,60228,64873,4645
Lenovo IdeaPad Flex 3 Core-i5-6th Gen 8GB RAM 256GB SSD 15″ Display,41789,49307,7518
Lenovo IdeaPad L340 Intel® Pentium® Gold 5405U 8GB RAM 128GB SSD 13″ Display,39672,43085,3413
Lenovo IdeaPad S340 Corei7-8th-Gen 8 GB RAM 256 GB SSD 15.6″ Display,71033,78511,7478
Lenovo IdeaPad U310 Core-i5-3rd Gen 4GB RAM 320GB HDD 13.3″ Display,20000,24467,4467
Lenovo Legion Pro 5 16 Core-i7-14th Gen 14650HX 16-Core Processor 16GB RAM 1TB SSD 240Hz 500nits DolbyVision G-Sync Display 4-Zone RGB Backlit KB TPM 2.0 (Storm Grey) 8-GB NVIDIA GeForce RTX4060 GDDR6 GC  16″ WQXGA IPS AG Display,464035,468301,4266
Lenovo ThinkPad E470 Core-i5-7th Gen 8 GB RAM 256 GB SSD 14″ Display,61248,69004,7756
Lenovo ThinkPad E480 Core-i3-8th Gen 8 GB RAM 256 GB SSD 14″ Display,56935,64073,7138
Lenovo ThinkPad E480 Core-i5-7th Gen 8 GB RAM 256 GB SSD 14″ Display,50368,53556,3188
Lenovo ThinkPad E540 Core-i3-4th Gen 8GB RAM 256GB SSD 15.6″ Display,42118,46718,4600
Lenovo ThinkPad E540 Core-i7-4th Gen 8GB RAM 256GB SSD 15.6″ Display,34999,39720,4721
Lenovo ThinkPad E560 Core-i5-6th Gen 8 GB RAM 256 GB SSD 15.6″ Display,45425,52212,6787
Lenovo ThinkPad L13 Yoga 2-in-1 Laptop Core-i5-11th Gen 8GB RAM 512GB SSD Touchscreen 13.3″ Display,110000,116485,6485
Lenovo ThinkPad L14 G1 Core-i5-10th Gen 8GB RAM 256GB SSD 14″ Display,63463,65514,2051
Lenovo ThinkPad L15 AMD Ryzen™3 Pro 4450U Equivalent to i5 10th Gen 8GB RAM 256GB SSD 15.6″ Display,53801,60419,6618
Lenovo ThinkPad L460 Intel® Pentium® 4405U 8 GB RAM 256 GB SSD 14″ Display,27826,33839,6013
Lenovo ThinkPad L480 Core-i3-8th Gen 8 GB RAM 256 GB SSD 14″ Display,54777,57661,2884
Lenovo ThinkPad L480 Core-i5-8th Gen 8 GB RAM 256 GB SSD 14″ Display,58239,63082,4843
Lenovo ThinkPad L530 Core-i5-3rd Gen 4GB RAM 320GB HDD 15.6″ Display,22513,28605,6092
Lenovo ThinkPad L560 Core-i5-6th Gen 8GB RAM 256GB SSD 15.6″ Display,42115,49472,7357
Lenovo ThinkPad L560 Core-i7-6th Gen 8 GB RAM 256 GB SSD 15.6″ Display,50000,55673,5673
Lenovo ThinkPad L570 Core-i3-7th Gen 8GB RAM 256GB SSD 15.6″ Display,40674,43465,2791
Lenovo ThinkPad L570 Core-i5-6th Gen 8 GB RAM 256 GB SSD 15.6″ Display,42336,46109,3773
Lenovo ThinkPad L570 Core-i5-7th Gen 8 GB RAM 256 GB SSD 15.6″ Display,44578,48980,4402
Lenovo ThinkPad P1 Core-i7-8th Gen 16GB RAM 512GB SSD NVIDIA Quadro P1000 4GB Graphics Card Touchscreen 4K 15.6″ Display,147765,150509,2744
Lenovo ThinkPad P50s Core-i7-6th Gen 8GB RAM 256GB SSD Nvidia Quadro M5000M 2GB Graphics Card 15.6″ Display,68496,75716,7220
Lenovo ThinkPad P52 Mobile workstation Core-i7-8th Gen 16 GB RAM 512 GB SSD NVIDIA® Quadro® P1000 4GB CARD 15.6″ Display,124616,129910,5294
Lenovo ThinkPad P70 Core-i7-6th Gen 16 GB RAM 512 GB SSD NVIDIA QUADRO M600M 2GB GRAPHICS CARD 17.3″ Display,79659,81906,2247
Lenovo ThinkPad T14 G1 Core-i7-10th Gen 16GB RAM 256GB SSD 14″ Display,96562,98868,2306
Lenovo ThinkPad T14 Gen 1 Core-i5-10th Gen 16 GB RAM 256 GB SSD 14″ Display,87867,92116,4249
Lenovo ThinkPad T410 Core-i5-1st Gen 4GB RAM 320GB HDD 14″ Display,26100,32452,6352
Lenovo ThinkPad T420 Core-i5-2nd Gen 4GB RAM 320GB HDD 14″ Display,24178,27092,2914
Lenovo ThinkPad T430 Core-i5-3rd Gen 4GB RAM 320GB HDD 14″ Display,25124,28025,2901
Lenovo ThinkPad T430 Core-i5-3rd Gen 4GB RAM 500GB HDD  INVS 5400M 1GB DDR3 Graphics Card 14″ Display,31523,36851,5328
Lenovo ThinkPad T440s Core-i7-4th Gen 8GB RAM 500GB HDD 14″ Display,29052,33162,4110
Lenovo ThinkPad T460s Core-i7-6th Gen 8 GB RAM 256 GB SSD NVIDIA GeForce® 930M 2GB CARD 14″ Display,56275,59396,3121
Lenovo ThinkPad T490 Core-i5-8th Gen 8GB RAM 256GB SSD 14″ Display,75331,79751,4420
Lenovo ThinkPad T490s Core-i7-8th Gen 8GB RAM 256GB SSD 14″ Display,69808,75908,6100
Lenovo ThinkPad T530 Core-i5-3rd Gen 4GB RAM 256GB SSD NVIDIA® NVS™ 5400M 1GB Graphics Card 15.6″ Display,23999,31742,7743
Lenovo ThinkPad T530 Core-i5-3rd Gen 4GB RAM 320GB HDD 15.6″ Display,22963,28093,5130
Lenovo ThinkPad T550 Core-i5-5th Gen 8GB RAM 256GB SSD 15.6″ Display,48445,56381,7936
Lenovo ThinkPad T570 Core-i5-7th Gen 8 GB RAM 256 GB SSD 15.6″ Display,61445,65541,4096
Lenovo ThinkPad T590 Core-i5-8th Gen 8GB RAM 256GB SSD 15.6″ Display,72620,78949,6329
Lenovo ThinkPad X1 Carbon (Gen10) Core-i5-12th Gen 16 GB RAM 512 GB SSD 14″ Display IRIS XE Graphic,331925,339729,7804
Lenovo ThinkPad X1 Carbon (Gen10) Core-i5-12th Gen 8 GB RAM 256 GB SSD 14″ WUXGA Display,271355,277792,6437
Lenovo ThinkPad X1 Carbon (Gen11) Core-i7-13th Gen 32 GB RAM 512 GB SSD 14″ Display IRIS XE Graphic,557100,560885,3785
Lenovo ThinkPad X1 Carbon Core-i5-6th Gen 8 GB RAM 256 GB SSD 14″ Display,42000,49815,7815
Lenovo ThinkPad X1 Carbon Core-i7-4th Gen 8GB RAM 256GB SSD 14″ Display,47964,53135,5171
Lenovo ThinkPad X1 Carbon Core-i7-5th Gen 8GB RAM 256GB SSD 14″ Display,34208,36229,2021
Lenovo ThinkPad X1 Carbon Core-i7-7th Gen 16GB RAM 512GB SSD 14″ Display,74286,76932,2646
Lenovo ThinkPad X1 Yoga Core-i7-6th Gen 16GB RAM 256GB SSD 14″ Display,57183,63779,6596
Lenovo ThinkPad X1 Yoga Core-i7-8th Gen 8GB RAM 256GB SSD 14″ Display,88589,94335,5746
Lenovo ThinkPad X1 Yoga G5 Core-i5-10th Gen 8GB RAM 256GB SSD Touchscreen x360 14″ Display,99818,105191,5373
Lenovo ThinkPad X230 Core-i5-3rd Gen 4GB RAM 320GB HDD 12.5″ Display,33995,39682,5687
Lenovo ThinkPad X250 Core-i7-5th Gen 8 GB RAM 256 GB SSD 12.5″ Display,32188,34373,2185
Lenovo ThinkPad X270 Core-i5-6th Gen 8GB RAM 256GB SSD 12.5″ Display,33395,38007,4612
Lenovo ThinkPad Yoga 11E x360 Core-M3-7th Gen 8 GB RAM 256 GB SSD Touchscreen 11.6″ Display,28639,35612,6973
Lenovo ThinkPad Yoga 11e Intel Celeron QuadCore N3160 4GB RAM 128GB SSD 11.6″ Display,29982,36497,6515
Lenovo ThinkPad Yoga 12  Core-i7-5th Gen 8 GB RAM 256 GB SSD 12.5″ Display,41530,49128,7598
Lenovo ThinkPad Yoga 12 Core-i5-5th Gen 8 GB RAM 256 GB SSD 12.5″ Display,44129,48927,4798
Lenovo ThinkPad Yoga 460 x360 Core-i5-6th Gen 8 GB RAM 256 GB SSD  Touchscreen 14″ Display,41871,47857,5986
Lenovo ThinkPad Yoga X380 Core-i5-8th Gen 8GB RAM 256GB SSD Touchscreen 13.3″ Display,82426,84524,2098
Lenovo ThinkPad t460 Core-i5-6th Gen 8 GB RAM 256 GB SSD 14″ Display,47121,50041,2920
Lenovo ThinkPad t470s Core-i7-7th Gen 8 GB RAM 256 GB SSD 14″ Display,57066,62593,5527
Lenovo Yoga 14 2-in-1 Core-i5-6th Gen 8GB RAM 256GB SSD NVIDIA GeForce GT 940M 2GB CARD Touchscreen 14″ Display,48077,51319,3242
Lenovo Yoga 260 X360 Core-i5-6th Gen 8 GB RAM 256 GB SSD  Touchscreen 12.5″ Display,47914,52810,4896
MICROSOFT SURFACE Laptop Go2 Core-i5-11th Gen 8 GB 128 GB SSD 12.4″ PixelSense Touchscreen  Display Blue Color,121322,126255,4933
MSI Delta 15 A5EFK-097 Ryzen 7 16 GB RAM 512 GB SSD 6700m 10 GB Graphics Card 15.6″ Display,195000,200545,5545
Microsoft Surface Laptop 3 Core-i5-10th Gen 8GB RAM 256GB SSD Touchscreen 13.5″ Display,107035,113662,6627
